id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
POMZP3	4	0.098789	0.21221	1.0	3721	2	-0.12907	0.58445	0.65794	1.0	12682	1	-0.12907
GPR84	5	0.098801	0.21807	1.0	3722	3	-0.26092	0.060367	0.16343	1.0	2701	1	-0.26092
SART3	5	0.098824	0.2181	1.0	3723	3	-0.92389	0.030436	0.09173	1.0	1559	2	-0.92389
DUOXA1	5	0.098847	0.21814	1.0	3724	3	-0.36008	0.084636	0.20235	1.0	3401	1	-0.36008
ENTPD7	5	0.098859	0.21815	1.0	3725	3	-0.80393	0.78522	0.81155	1.0	14413	1	-0.80393
WDR75	5	0.098877	0.21819	1.0	3726	2	0.23087	0.044445	0.12717	1.0	2064	3	0.23087
CMAS	5	0.098965	0.21833	1.0	3727	2	-0.00033811	0.39201	0.55748	1.0	9743	2	-0.00033811
PCF11	5	0.099	0.21839	1.0	3728	2	-0.039355	0.24071	0.43215	1.0	7456	2	-0.039355
CASK	5	0.099056	0.21848	1.0	3729	3	-0.32806	0.72317	0.77869	1.0	13774	1	-0.32806
HEXA	5	0.099068	0.21849	1.0	3730	3	-0.25889	0.28225	0.468	1.0	8118	1	-0.25889
RAD50	5	0.099088	0.21853	1.0	3731	3	-0.51899	0.088196	0.20813	1.0	3503	1	-0.51899
MBLAC1	5	0.099137	0.2186	1.0	3732	3	-0.21577	0.97145	0.9716	1.0	17379	0	-0.21577
RARA	5	0.099176	0.21867	1.0	3733	2	0.0072284	0.1104	0.24286	1.0	4156	1	0.0072284
D2HGDH	5	0.099224	0.21875	1.0	3734	2	0.16697	0.18963	0.36056	1.0	6221	3	0.16697
DENND6A	5	0.099275	0.21884	1.0	3735	1	0.081487	0.028127	0.085784	1.0	1466	2	0.081487
ZFP14	4	0.099325	0.21323	1.0	3736	2	-0.46956	0.26543	0.40805	1.0	7869	2	-0.46956
FBXO46	5	0.099335	0.21893	1.0	3737	2	0.0082893	0.33009	0.50653	1.0	8858	2	0.0082893
IMPDH1	4	0.099418	0.21341	1.0	3738	3	-0.1785	0.79774	0.79918	1.0	14561	1	-0.1785
PTPRG	5	0.099483	0.21918	1.0	3739	1	-0.050676	0.11145	0.24444	1.0	4193	2	-0.050676
LRRIQ4	5	0.099534	0.21927	1.0	3740	3	-0.24352	0.79515	0.81743	1.0	14538	1	-0.24352
PACS2	5	0.099638	0.21945	1.0	3741	1	0.04632	0.3521	0.52448	1.0	9153	2	0.04632
FMR1	5	0.099652	0.21947	1.0	3742	2	-0.1552	0.38091	0.54827	1.0	9598	2	-0.1552
FAM19A5	5	0.09969	0.21953	1.0	3743	2	-0.16924	0.95866	0.95884	1.0	17125	0	-0.16924
C1QTNF2	5	0.099741	0.21962	1.0	3744	3	-0.19135	0.9699	0.97005	1.0	17345	0	-0.19135
POU1F1	5	0.099788	0.2197	1.0	3745	3	-0.34315	0.97126	0.97141	1.0	17373	0	-0.34315
FAM222B	5	0.099845	0.2198	1.0	3746	2	-0.069607	0.53462	0.67854	1.0	11960	1	-0.069607
PHF2	5	0.099882	0.21987	1.0	3747	3	-0.20633	0.037389	0.10958	1.0	1791	1	-0.20633
BEST4	5	0.0999	0.21989	1.0	3748	3	-0.35992	0.84213	0.84897	1.0	15134	1	-0.35992
FLG2	5	0.09994	0.21997	1.0	3749	3	-0.5584	0.40325	0.56693	1.0	9911	1	-0.5584
NEDD4	5	0.099986	0.22004	1.0	3750	3	-0.23189	0.89372	0.89416	1.0	15957	0	-0.23189
SRPX	5	0.1	0.22007	1.0	3751	1	-0.027622	0.916	0.91627	1.0	16383	0	-0.027622
MXRA7	6	0.10002	0.24545	1.0	3752	3	-0.12477	0.37416	0.58743	1.0	9491	2	-0.12477
TTC27	5	0.10003	0.22012	1.0	3753	3	-0.46007	0.38314	0.55014	1.0	9621	1	-0.46007
PAGE1	5	0.10011	0.22025	1.0	3754	2	0.15389	0.2434	0.43581	1.0	7514	3	0.15389
RAB3D	5	0.10011	0.22025	1.0	3755	3	-0.20413	0.8535	0.85772	1.0	15295	1	-0.20413
MDM2	5	0.10013	0.22028	1.0	3756	2	-0.029748	0.0014277	0.0062909	0.506073	214	2	-0.029748
CHST11	5	0.10015	0.22031	1.0	3757	3	-0.22063	0.80935	0.82632	1.0	14708	1	-0.22063
SEC22A	5	0.10016	0.22032	1.0	3758	2	-0.11938	0.96421	0.96439	1.0	17227	0	-0.11938
NUDT14	4	0.10021	0.21482	1.0	3759	2	-0.062984	0.098249	0.21186	1.0	3787	1	-0.062984
PGLYRP3	5	0.10026	0.22048	1.0	3760	2	-0.076866	0.16027	0.31812	1.0	5476	2	-0.076866
GPSM3	5	0.10027	0.22049	1.0	3761	3	-0.30557	0.80121	0.82115	1.0	14605	1	-0.30557
MOB2	5	0.10035	0.22062	1.0	3762	3	-0.24982	0.97921	0.97936	1.0	17517	0	-0.24982
SLC4A8	5	0.10036	0.22065	1.0	3763	1	0.043032	0.58173	0.72023	1.0	12645	1	0.043032
NKX3-1	5	0.10037	0.22066	1.0	3764	3	-0.20777	0.88372	0.8843	1.0	15779	1	-0.20777
BRF1	13	0.1004	0.30626	1.0	3765	6	-0.19454	0.50427	0.7835	1.0	11471	3	-0.19454
FAM217B	5	0.10041	0.22074	1.0	3766	1	-0.060949	0.43701	0.59507	1.0	10433	2	-0.060949
DLGAP4	4	0.10043	0.21522	1.0	3767	3	-0.13633	0.94189	0.94172	1.0	16843	0	-0.13633
SLC39A8	5	0.10052	0.22091	1.0	3768	2	-0.13518	0.90225	0.90261	1.0	16120	0	-0.13518
NR1I3	5	0.10057	0.22099	1.0	3769	2	0.41006	0.011676	0.040983	0.939496	771	3	0.41006
TCEAL1	5	0.10058	0.22102	1.0	3770	3	-0.24818	0.026201	0.080657	1.0	1388	2	-0.24818
FAM208B	5	0.10066	0.22115	1.0	3771	3	-0.28653	0.63033	0.73904	1.0	13029	1	-0.28653
HMGCS1	4	0.10069	0.2157	1.0	3772	3	-0.64958	0.84444	0.8438	1.0	15172	0	-0.64958
GPR87	5	0.10071	0.22124	1.0	3773	3	-0.40385	0.4863	0.63679	1.0	11185	2	-0.40385
C7orf26	5	0.10072	0.22125	1.0	3774	3	-0.3813	0.83185	0.84151	1.0	14990	1	-0.3813
NARS	5	0.10073	0.22127	1.0	3775	3	-0.91546	0.19248	0.36457	1.0	6297	2	-0.91546
F2RL1	5	0.10075	0.22129	1.0	3776	3	-0.28075	0.090077	0.21114	1.0	3554	2	-0.28075
TAS2R13	4	0.10075	0.21579	1.0	3777	2	-0.032499	0.36105	0.50582	1.0	9304	2	-0.032499
PEX16	5	0.10075	0.22129	1.0	3778	2	0.25685	0.15474	0.30995	1.0	5343	3	0.25685
STMN4	5	0.10078	0.22134	1.0	3779	1	0.20475	0.11859	0.25542	1.0	4394	3	0.20475
LMOD2	5	0.10079	0.22137	1.0	3780	3	-0.20417	0.74196	0.78784	1.0	13943	1	-0.20417
ZNF160	5	0.1008	0.22138	1.0	3781	3	-0.26459	0.957	0.95719	1.0	17092	0	-0.26459
TDRD1	5	0.10082	0.2214	1.0	3782	3	-0.42418	0.9428	0.94298	1.0	16863	0	-0.42418
TNNC2	5	0.10088	0.2215	1.0	3783	1	0.19872	0.39955	0.56386	1.0	9851	2	0.19872
THEM5	4	0.10091	0.21611	1.0	3784	1	0.11953	0.063082	0.14678	1.0	2792	2	0.11953
BRINP3	5	0.10093	0.22157	1.0	3785	3	-0.31122	0.2327	0.42098	1.0	7270	2	-0.31122
FRRS1L	5	0.10093	0.22157	1.0	3786	2	-0.22635	0.24188	0.43375	1.0	7476	1	-0.22635
TMBIM4	4	0.10108	0.21641	1.0	3787	2	0.070147	0.4137	0.55991	1.0	10084	2	0.070147
HR	5	0.10111	0.22185	1.0	3788	3	-0.28313	0.9618	0.96198	1.0	17181	0	-0.28313
CDKL2	5	0.10117	0.22196	1.0	3789	3	-0.28173	0.12121	0.25932	1.0	4470	1	-0.28173
ACOX1	5	0.10129	0.22216	1.0	3790	2	-0.07491	0.14968	0.30232	1.0	5219	2	-0.07491
ACSM1	4	0.10137	0.21692	1.0	3791	2	-0.1209	0.87725	0.87673	1.0	15670	0	-0.1209
CROT	6	0.10138	0.24726	1.0	3792	3	-0.1427	0.3544	0.56918	1.0	9196	1	-0.1427
ZNF157	5	0.10139	0.22233	1.0	3793	3	-0.34232	0.80165	0.82142	1.0	14613	1	-0.34232
IL24	5	0.1014	0.22233	1.0	3794	3	-0.16663	0.89777	0.89816	1.0	16031	0	-0.16663
MBP	13	0.1014	0.30809	1.0	3795	4	-0.068223	0.91678	0.97159	1.0	16398	2	-0.068223
TWIST1	5	0.10147	0.22246	1.0	3796	3	-0.19112	0.32213	0.49996	1.0	8757	2	-0.19112
THUMPD2	4	0.10149	0.21713	1.0	3797	1	-0.11328	0.38342	0.52878	1.0	9624	1	-0.11328
SLC35G1	5	0.1015	0.2225	1.0	3798	1	-0.030923	0.081643	0.19767	1.0	3329	2	-0.030923
ZNF560	4	0.10151	0.21716	1.0	3799	2	-0.20387	0.74634	0.7575	1.0	13992	1	-0.20387
SCNN1G	5	0.10155	0.22258	1.0	3800	3	-0.20158	0.96902	0.96917	1.0	17322	0	-0.20158
P4HA1	5	0.10159	0.22263	1.0	3801	3	-0.38696	0.88153	0.88221	1.0	15738	1	-0.38696
PTPN3	5	0.1016	0.22265	1.0	3802	2	-0.1277	0.91668	0.91697	1.0	16397	0	-0.1277
CLCNKA	5	0.10163	0.22269	1.0	3803	3	-0.16758	0.17329	0.33706	1.0	5784	2	-0.16758
ZNF528	5	0.10167	0.22276	1.0	3804	2	-0.086879	0.85831	0.86156	1.0	15357	1	-0.086879
NR1H2	5	0.10167	0.22276	1.0	3805	3	-0.18439	0.46676	0.6201	1.0	10905	1	-0.18439
AAGAB	5	0.10168	0.22279	1.0	3806	3	-0.22407	0.82883	0.83935	1.0	14955	1	-0.22407
RFX8	4	0.10175	0.21758	1.0	3807	2	-0.50438	0.82689	0.82625	1.0	14929	1	-0.50438
FAM126B	5	0.10176	0.22291	1.0	3808	2	0.010832	0.27428	0.46161	1.0	7992	2	0.010832
ZNF215	5	0.10181	0.223	1.0	3809	2	-0.1426	0.29685	0.47973	1.0	8378	1	-0.1426
SEPT1	5	0.10183	0.22303	1.0	3810	2	0.056548	0.18532	0.35435	1.0	6105	2	0.056548
FXYD4	5	0.10184	0.22303	1.0	3811	3	-0.19361	0.67128	0.7554	1.0	13335	1	-0.19361
FCRL5	5	0.10191	0.22317	1.0	3812	1	0.21765	0.10059	0.22769	1.0	3855	3	0.21765
MRGPRG	5	0.10192	0.22318	1.0	3813	3	-0.30841	0.88741	0.88792	1.0	15841	1	-0.30841
PTPRA	5	0.10195	0.22323	1.0	3814	3	-0.26959	0.97195	0.97208	1.0	17390	0	-0.26959
CHFR	5	0.10202	0.22333	1.0	3815	2	0.093553	0.16141	0.3198	1.0	5499	2	0.093553
KIR3DL3	5	0.10203	0.22334	1.0	3816	3	-0.28358	0.8669	0.8689	1.0	15489	1	-0.28358
FAM115A	5	0.10207	0.22341	1.0	3817	2	0.16664	0.22477	0.4099	1.0	7070	3	0.16664
GABRA5	5	0.1021	0.22346	1.0	3818	3	-0.37139	0.52269	0.66812	1.0	11756	1	-0.37139
NABP1	7	0.10211	0.25197	1.0	3819	2	0.41384	0.028842	0.099533	1.0	1485	4	0.41384
PHF21B	5	0.10212	0.22348	1.0	3820	2	0.05874	0.76302	0.79896	1.0	14171	1	0.05874
CATSPER1	5	0.10217	0.22356	1.0	3821	3	-0.2279	0.34734	0.52061	1.0	9090	2	-0.2279
CACNA1E	5	0.10217	0.22357	1.0	3822	2	0.0034105	0.15016	0.30305	1.0	5234	2	0.0034105
RBFOX2	5	0.10226	0.22371	1.0	3823	3	-0.34397	0.91814	0.91846	1.0	16429	0	-0.34397
LIN7B	5	0.10227	0.22373	1.0	3824	3	-0.23305	0.17032	0.33277	1.0	5713	2	-0.23305
LMTK2	5	0.10232	0.22381	1.0	3825	3	-0.19763	0.98941	0.9895	1.0	17711	0	-0.19763
PSMA7	5	0.10234	0.22384	1.0	3826	3	-0.74627	0.23568	0.42514	1.0	7353	2	-0.74627
COG2	4	0.10235	0.21863	1.0	3827	3	-0.45248	0.30985	0.45331	1.0	8566	1	-0.45248
MTG1	5	0.10238	0.22392	1.0	3828	2	0.12522	0.24039	0.43171	1.0	7452	2	0.12522
SEZ6L2	5	0.1024	0.22395	1.0	3829	3	-0.17239	0.32922	0.50585	1.0	8848	2	-0.17239
PDX1	5	0.10249	0.2241	1.0	3830	2	-0.045795	0.2598	0.4499	1.0	7777	2	-0.045795
TAF5L	5	0.10253	0.22416	1.0	3831	2	0.14915	0.48475	0.63546	1.0	11158	2	0.14915
BEST2	5	0.10254	0.22418	1.0	3832	2	0.19998	0.19988	0.37516	1.0	6495	3	0.19998
TULP3	5	0.10258	0.22425	1.0	3833	1	0.038862	0.89226	0.8927	1.0	15925	0	0.038862
IFNGR1	5	0.10264	0.22433	1.0	3834	3	-0.38053	0.91864	0.91895	1.0	16437	0	-0.38053
CCNYL1	3	0.10266	0.18155	1.0	3835	2	-0.29584	0.82811	0.82801	1.0	14946	0	-0.29584
LRP12	5	0.10269	0.22441	1.0	3836	2	-0.27525	0.92265	0.92296	1.0	16503	0	-0.27525
ANKRD7	4	0.10274	0.21931	1.0	3837	2	0.30032	0.023807	0.068748	1.0	1288	2	0.30032
ARGLU1	5	0.10275	0.2245	1.0	3838	3	-0.28745	0.68563	0.76161	1.0	13437	1	-0.28745
ANGPT2	5	0.10279	0.22458	1.0	3839	3	-0.32194	0.78517	0.81152	1.0	14412	1	-0.32194
VOPP1	5	0.1028	0.2246	1.0	3840	3	-0.22739	0.44112	0.59849	1.0	10496	2	-0.22739
ITPRIP	5	0.10281	0.2246	1.0	3841	3	-0.2255	0.58913	0.72402	1.0	12722	1	-0.2255
CHRNA6	5	0.10284	0.22464	1.0	3842	3	-0.23093	0.88129	0.88198	1.0	15737	1	-0.23093
ATP12A	5	0.10285	0.22466	1.0	3843	3	-0.28956	0.12749	0.26892	1.0	4647	2	-0.28956
BTNL3	5	0.10289	0.22471	1.0	3844	3	-0.17579	0.49211	0.6417	1.0	11281	2	-0.17579
KLHL11	5	0.10289	0.22472	1.0	3845	3	-0.23298	0.60049	0.72811	1.0	12801	1	-0.23298
LMAN1	5	0.10294	0.22479	1.0	3846	2	0.023458	0.90837	0.90873	1.0	16235	0	0.023458
DNHD1	5	0.10298	0.22486	1.0	3847	3	-0.32708	0.44067	0.59813	1.0	10490	2	-0.32708
C8orf47	6	0.10301	0.24946	1.0	3848	2	0.26199	0.26667	0.46826	1.0	7886	3	0.26199
TRIM4	5	0.10311	0.22506	1.0	3849	3	-0.27551	0.44723	0.60364	1.0	10591	2	-0.27551
IVD	4	0.10311	0.22001	1.0	3850	2	-0.045901	0.5694	0.65029	1.0	12481	1	-0.045901
ZFX	7	0.10314	0.2538	1.0	3851	3	-0.13743	0.17976	0.38649	1.0	5951	3	-0.13743
TMEM182	5	0.10317	0.22516	1.0	3852	2	0.041491	0.42556	0.58542	1.0	10246	2	0.041491
PHLDA1	5	0.1032	0.22521	1.0	3853	2	-0.15836	0.91092	0.91129	1.0	16291	0	-0.15836
EQTN	5	0.10322	0.22525	1.0	3854	3	-0.45346	0.37348	0.54213	1.0	9482	2	-0.45346
DNASE2	5	0.10323	0.22527	1.0	3855	3	-0.30721	0.4236	0.58384	1.0	10221	2	-0.30721
ZBTB5	5	0.10324	0.22528	1.0	3856	2	-0.09511	0.36363	0.53397	1.0	9339	1	-0.09511
KBTBD11	5	0.10331	0.22539	1.0	3857	2	-0.13162	0.70173	0.76872	1.0	13584	1	-0.13162
CHRM3	5	0.10336	0.22548	1.0	3858	3	-0.3074	0.2216	0.40545	1.0	6994	1	-0.3074
CAMKK2	5	0.10339	0.22551	1.0	3859	3	-0.23743	0.36323	0.53364	1.0	9333	2	-0.23743
PRSS45	5	0.10344	0.2256	1.0	3860	2	-0.17759	0.95358	0.95378	1.0	17047	0	-0.17759
AADAT	5	0.10346	0.22564	1.0	3861	2	-0.091128	0.33921	0.51396	1.0	8981	2	-0.091128
SMR3A	5	0.10351	0.22571	1.0	3862	2	-0.13483	0.95031	0.9505	1.0	16983	0	-0.13483
FBN3	5	0.10353	0.22574	1.0	3863	2	-0.078634	0.35194	0.52436	1.0	9149	1	-0.078634
ST6GAL1	9	0.10353	0.27826	1.0	3864	4	0.039246	0.39381	0.65598	1.0	9773	4	0.039246
GPR56	5	0.10356	0.2258	1.0	3865	3	-0.19565	0.61039	0.73165	1.0	12881	1	-0.19565
GPR110	5	0.10356	0.2258	1.0	3866	2	-0.21284	0.73955	0.78663	1.0	13927	1	-0.21284
MRPL21	8	0.1037	0.26958	1.0	3867	4	-0.2054	0.040983	0.13822	1.0	1932	2	-0.2054
GBP6	5	0.10372	0.22605	1.0	3868	2	-0.16854	0.71143	0.77318	1.0	13681	1	-0.16854
ZNF267	5	0.10372	0.22606	1.0	3869	2	0.0096822	0.78727	0.81274	1.0	14439	1	0.0096822
GBP3	5	0.10377	0.22613	1.0	3870	2	-0.01288	0.33751	0.51262	1.0	8957	2	-0.01288
RNASEH1	5	0.1038	0.22617	1.0	3871	2	0.39953	0.10776	0.23878	1.0	4072	3	0.39953
CBLN3	5	0.10382	0.22621	1.0	3872	1	0.10933	0.10116	0.22856	1.0	3869	2	0.10933
TPI1	9	0.10382	0.27882	1.0	3873	4	-0.10077	0.13146	0.33483	1.0	4757	2	-0.10077
LMCD1	9	0.10383	0.27882	1.0	3874	4	-0.07102	0.83026	0.91325	1.0	14975	1	-0.07102
GLTSCR1L	5	0.10384	0.22625	1.0	3875	3	-0.22368	0.98954	0.98963	1.0	17716	0	-0.22368
TSPAN14	5	0.10387	0.2263	1.0	3876	1	0.2049	0.055701	0.15437	1.0	2546	4	0.2049
VKORC1L1	7	0.1039	0.25517	1.0	3877	1	0.12454	0.34102	0.56274	1.0	9009	3	0.12454
PLOD3	5	0.10393	0.22639	1.0	3878	3	-0.22947	0.39068	0.55634	1.0	9724	2	-0.22947
THOC3	5	0.10394	0.22641	1.0	3879	3	-0.33539	0.27654	0.46339	1.0	8037	1	-0.33539
HSPB6	4	0.10396	0.22153	1.0	3880	3	-0.24365	0.85526	0.8547	1.0	15323	0	-0.24365
VLDLR	5	0.10399	0.22648	1.0	3881	2	0.017948	0.53032	0.6748	1.0	11878	2	0.017948
NOMO2	5	0.10403	0.22654	1.0	3882	2	0.057958	0.93126	0.93151	1.0	16654	0	0.057958
KIF4A	5	0.10408	0.22661	1.0	3883	2	-0.25738	0.47553	0.62756	1.0	11033	2	-0.25738
ALPK3	5	0.10413	0.22671	1.0	3884	1	0.072518	0.23871	0.42945	1.0	7412	2	0.072518
ARFGAP1	5	0.10418	0.22679	1.0	3885	1	-0.13203	0.54753	0.68985	1.0	12165	2	-0.13203
COL4A6	5	0.10419	0.2268	1.0	3886	2	-0.037705	0.88374	0.88432	1.0	15780	1	-0.037705
MYO6	5	0.10423	0.22687	1.0	3887	2	0.18773	0.021066	0.066998	1.0	1168	2	0.18773
EXOSC8	5	0.10426	0.22692	1.0	3888	3	-0.29635	0.98244	0.98255	1.0	17587	0	-0.29635
STRA6	5	0.10428	0.22694	1.0	3889	3	-0.18235	0.093783	0.21691	1.0	3662	2	-0.18235
NEUROD4	5	0.10436	0.22706	1.0	3890	3	-0.30476	0.01813	0.059078	1.0	1041	1	-0.30476
CCT3	5	0.10437	0.22709	1.0	3891	3	-0.91993	0.94035	0.94055	1.0	16812	0	-0.91993
RPLP1	4	0.10446	0.22245	1.0	3892	3	-0.28133	0.97898	0.97906	1.0	17509	0	-0.28133
NOL6	5	0.10448	0.22727	1.0	3893	3	-0.49489	0.54046	0.6837	1.0	12052	2	-0.49489
IL27RA	5	0.10454	0.22736	1.0	3894	1	0.1556	0.21814	0.40067	1.0	6906	1	0.1556
PIP5K1B	5	0.10459	0.22744	1.0	3895	3	-0.64052	0.76746	0.80137	1.0	14223	1	-0.64052
NOTCH2	5	0.10464	0.22751	1.0	3896	3	-0.15897	0.49828	0.64702	1.0	11385	1	-0.15897
ZNF572	5	0.10465	0.22753	1.0	3897	3	-0.26426	0.61152	0.73208	1.0	12886	1	-0.26426
DGCR14	5	0.10466	0.22754	1.0	3898	3	-0.27904	0.48476	0.63546	1.0	11159	2	-0.27904
MFN2	5	0.1047	0.22762	1.0	3899	1	0.3154	0.21929	0.40226	1.0	6937	2	0.3154
CCDC28B	5	0.10475	0.2277	1.0	3900	1	0.20401	0.24415	0.43685	1.0	7532	3	0.20401
MRRF	5	0.10478	0.22777	1.0	3901	3	-0.23404	0.95038	0.95056	1.0	16986	0	-0.23404
MYO1G	5	0.1048	0.22779	1.0	3902	2	0.023162	0.30698	0.4878	1.0	8514	1	0.023162
KAT7	5	0.10482	0.22782	1.0	3903	2	-0.020096	0.92591	0.92618	1.0	16564	0	-0.020096
HOXA4	5	0.10489	0.22795	1.0	3904	3	-0.23954	0.50356	0.65164	1.0	11461	2	-0.23954
SMCP	5	0.1049	0.22796	1.0	3905	1	0.27049	0.094281	0.21769	1.0	3676	3	0.27049
KATNAL1	5	0.10502	0.22814	1.0	3906	3	-0.41875	0.81055	0.82711	1.0	14723	1	-0.41875
PRKD2	5	0.10504	0.22817	1.0	3907	3	-0.18741	0.70109	0.76844	1.0	13578	1	-0.18741
PNKD	10	0.10516	0.28766	1.0	3908	2	0.11164	0.0057871	0.030882	0.879614	497	5	0.11164
HID1	5	0.10516	0.22836	1.0	3909	2	-0.13627	0.79737	0.81877	1.0	14554	1	-0.13627
PIAS3	5	0.10516	0.22836	1.0	3910	2	-0.13789	0.80973	0.82657	1.0	14712	1	-0.13789
NSUN3	5	0.10518	0.2284	1.0	3911	3	-0.26493	0.91444	0.91475	1.0	16356	0	-0.26493
CNFN	5	0.10521	0.22844	1.0	3912	2	0.3171	0.13356	0.2781	1.0	4816	3	0.3171
ENOSF1	5	0.10526	0.22852	1.0	3913	3	-0.19777	0.84015	0.84748	1.0	15099	1	-0.19777
NCAPD3	5	0.10532	0.22863	1.0	3914	2	0.021454	0.082057	0.19833	1.0	3333	2	0.021454
PRRG3	5	0.10536	0.22868	1.0	3915	2	0.0085448	0.14694	0.29822	1.0	5150	2	0.0085448
CD97	5	0.10547	0.22886	1.0	3916	3	-0.19238	0.79063	0.81472	1.0	14479	1	-0.19238
DPH7	5	0.10552	0.22895	1.0	3917	1	0.16949	0.16527	0.3254	1.0	5589	3	0.16949
SMEK2	5	0.10557	0.22905	1.0	3918	2	0.25861	0.19648	0.37027	1.0	6415	3	0.25861
CPNE8	5	0.10558	0.22905	1.0	3919	3	-0.22563	0.1827	0.35055	1.0	6038	1	-0.22563
RAB2A	4	0.10558	0.22458	1.0	3920	3	-0.36181	0.16222	0.30247	1.0	5518	1	-0.36181
GPR132	5	0.10559	0.22908	1.0	3921	3	-0.30307	0.60509	0.72975	1.0	12844	1	-0.30307
RRAS2	5	0.1056	0.2291	1.0	3922	3	-0.57875	0.52907	0.67371	1.0	11863	1	-0.57875
HMGCS2	5	0.10565	0.22916	1.0	3923	2	-0.13927	0.41974	0.58057	1.0	10167	2	-0.13927
HTR1D	5	0.10568	0.22921	1.0	3924	2	0.097639	0.067071	0.17427	1.0	2895	2	0.097639
MTFR1L	5	0.10575	0.22933	1.0	3925	2	0.1425	0.2238	0.40855	1.0	7052	3	0.1425
HERPUD1	5	0.10583	0.22945	1.0	3926	3	-0.15767	0.93238	0.93262	1.0	16673	0	-0.15767
DMRTC1	4	0.10585	0.22506	1.0	3927	1	0.072652	0.82625	0.8256	1.0	14922	1	0.072652
PRPSAP2	5	0.10586	0.22951	1.0	3928	3	-0.39153	0.44992	0.60592	1.0	10638	2	-0.39153
ZDHHC8	5	0.10588	0.22953	1.0	3929	2	0.23035	0.1188	0.25572	1.0	4402	3	0.23035
SART1	5	0.10589	0.22955	1.0	3930	3	-0.29604	0.54033	0.68358	1.0	12048	1	-0.29604
ZNF438	5	0.10593	0.22962	1.0	3931	2	-0.080163	0.81051	0.82708	1.0	14722	1	-0.080163
NGFRAP1	5	0.10599	0.22969	1.0	3932	3	-0.20402	0.14053	0.28867	1.0	4992	1	-0.20402
MUC1	11	0.10599	0.30213	1.0	3933	3	0.11935	0.35935	0.64907	1.0	9281	4	0.11935
MTERF	5	0.10604	0.22977	1.0	3934	1	0.28391	0.056897	0.15721	1.0	2595	3	0.28391
EFCAB3	5	0.10606	0.22981	1.0	3935	3	-0.30941	0.53479	0.67867	1.0	11963	2	-0.30941
GLTPD1	5	0.10609	0.22985	1.0	3936	1	0.11011	0.37229	0.54114	1.0	9464	2	0.11011
GNPDA2	5	0.1061	0.22987	1.0	3937	3	-0.24241	0.9762	0.97639	1.0	17460	0	-0.24241
KIAA0196	5	0.10612	0.22991	1.0	3938	3	-0.33055	0.37147	0.54047	1.0	9452	1	-0.33055
RNF157	5	0.10619	0.23003	1.0	3939	2	-0.1654	0.6346	0.74072	1.0	13068	1	-0.1654
CD63	5	0.10624	0.2301	1.0	3940	2	0.087273	0.36355	0.53391	1.0	9336	2	0.087273
APCDD1	5	0.1063	0.23019	1.0	3941	3	-0.21234	0.30382	0.48524	1.0	8468	2	-0.21234
OTOA	5	0.10636	0.23029	1.0	3942	3	-0.25557	0.90785	0.90821	1.0	16226	0	-0.25557
CALCOCO2	5	0.1064	0.23035	1.0	3943	3	-0.37054	0.19432	0.36719	1.0	6349	2	-0.37054
RAB3GAP2	5	0.10643	0.2304	1.0	3944	3	-0.23482	0.74176	0.78773	1.0	13942	1	-0.23482
MRPL4	5	0.10646	0.23045	1.0	3945	3	-0.3162	0.46584	0.61935	1.0	10890	2	-0.3162
ZNF138	7	0.10649	0.25983	1.0	3946	3	-0.0074663	0.31863	0.54093	1.0	8695	3	-0.0074663
FIBP	5	0.1065	0.23052	1.0	3947	1	0.059601	0.17046	0.33295	1.0	5719	2	0.059601
PSMC2	4	0.10654	0.2263	1.0	3948	2	0.18952	0.00060768	0.0021987	0.288899	145	2	0.18952
TPM3	6	0.10654	0.25424	1.0	3949	2	-0.11958	0.39609	0.60143	1.0	9805	2	-0.11958
SAFB2	5	0.10655	0.23059	1.0	3950	2	-0.015857	0.17665	0.34186	1.0	5874	1	-0.015857
OGDHL	5	0.1066	0.23068	1.0	3951	2	-0.11493	0.91088	0.91125	1.0	16290	0	-0.11493
SPNS3	5	0.1066	0.23068	1.0	3952	3	-0.21366	0.9589	0.95908	1.0	17130	0	-0.21366
C9orf114	5	0.1066	0.23068	1.0	3953	3	-0.3467	0.46103	0.61528	1.0	10820	2	-0.3467
ST8SIA2	5	0.10663	0.23071	1.0	3954	3	-0.19283	0.92065	0.92099	1.0	16464	0	-0.19283
LEKR1	5	0.10677	0.23094	1.0	3955	3	-0.38589	0.94854	0.94876	1.0	16957	0	-0.38589
ANAPC10	5	0.1068	0.23097	1.0	3956	3	-0.55666	0.93897	0.93917	1.0	16790	0	-0.55666
CCDC153	5	0.10691	0.23114	1.0	3957	2	0.0098404	0.92053	0.92087	1.0	16462	0	0.0098404
CXCL11	4	0.10694	0.22703	1.0	3958	3	-1.0086	0.36181	0.50661	1.0	9315	1	-1.0086
HNF1A	5	0.10696	0.23125	1.0	3959	1	0.12006	0.23111	0.41871	1.0	7229	3	0.12006
RASA3	5	0.10698	0.23127	1.0	3960	3	-0.20581	0.4857	0.63627	1.0	11176	2	-0.20581
RAB32	5	0.10702	0.23134	1.0	3961	3	-0.38149	0.48113	0.63234	1.0	11104	1	-0.38149
