GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
LTV1	-1.40	5	-0.39	0.349	5521	0.949	0.651	12481	0.934
HMGCS2	-1.40	5	-0.39	0.35	5522	0.949	0.65	12480	0.934
EDA2R	-1.40	5	-0.39	0.35	5523	0.949	0.65	12479	0.934
CCDC39	-1.40	5	-0.39	0.35	5524	0.949	0.65	12478	0.934
PLCXD1	-1.40	5	-0.39	0.35	5525	0.949	0.65	12477	0.934
MBLAC2	-1.40	5	-0.39	0.35	5526	0.949	0.65	12476	0.934
CAND1	-1.39	5	-0.39	0.35	5527	0.949	0.65	12475	0.934
PBX4	-1.39	5	-0.39	0.35	5528	0.949	0.65	12474	0.934
ANKRD52	-1.39	5	-0.39	0.35	5529	0.949	0.65	12473	0.934
CLEC2L	-1.39	5	-0.39	0.35	5530	0.949	0.65	12472	0.934
HS3ST5	-1.39	5	-0.39	0.35	5531	0.949	0.65	12471	0.934
NDUFB6	-1.25	4	-0.39	0.35	5532	0.949	0.65	12470	0.934
SEMA3D	-1.39	5	-0.39	0.35	5533	0.949	0.65	12469	0.934
TMEM92	-1.39	5	-0.39	0.35	5534	0.949	0.65	12468	0.934
ABCA9	-1.25	4	-0.39	0.35	5535	0.949	0.65	12467	0.934
MEX3C	-1.39	5	-0.39	0.35	5536	0.949	0.65	12466	0.934
MIS18BP1	-1.39	5	-0.39	0.35	5537	0.949	0.65	12465	0.934
PMVK	-1.39	5	-0.39	0.35	5538	0.949	0.65	12464	0.934
GULP1	-1.39	5	-0.39	0.35	5539	0.949	0.65	12463	0.934
AMPD1	-1.25	4	-0.39	0.35	5540	0.949	0.65	12462	0.934
PARVB	-1.39	5	-0.39	0.35	5541	0.949	0.65	12461	0.934
AP5M1	-1.39	5	-0.39	0.35	5542	0.949	0.65	12460	0.934
REG1B	-1.39	5	-0.39	0.35	5543	0.949	0.65	12459	0.934
ARL5C	-1.39	5	-0.38	0.35	5544	0.949	0.65	12458	0.934
LHFPL1	-1.39	5	-0.38	0.35	5545	0.949	0.65	12457	0.934
RPP38	-1.39	5	-0.38	0.35	5546	0.949	0.65	12456	0.934
CADPS2	-1.39	5	-0.38	0.35	5547	0.949	0.65	12455	0.934
HIST1H3B	-1.39	5	-0.38	0.35	5548	0.949	0.65	12454	0.934
IFT74	-1.24	4	-0.38	0.35	5549	0.949	0.65	12453	0.934
FAM153A	-0.88	2	-0.38	0.35	5550	0.949	0.65	12452	0.934
KCNN2	-1.86	9	-0.38	0.351	5551	0.949	0.649	12451	0.934
POLR2L	-1.24	4	-0.38	0.351	5552	0.949	0.649	12450	0.934
SPATA7	-1.39	5	-0.38	0.351	5553	0.949	0.649	12449	0.934
CXCL2	-1.24	4	-0.38	0.351	5554	0.949	0.649	12448	0.934
HIST1H1D	-1.39	5	-0.38	0.351	5555	0.949	0.649	12447	0.934
IL31RA	-1.24	4	-0.38	0.351	5556	0.949	0.649	12446	0.934
C18orf54	-1.24	4	-0.38	0.351	5557	0.949	0.649	12445	0.934
ASIC4	-1.39	5	-0.38	0.351	5558	0.949	0.649	12444	0.934
TSC22D4	-1.39	5	-0.38	0.351	5559	0.949	0.649	12443	0.934
PPTC7	-1.39	5	-0.38	0.351	5560	0.949	0.649	12442	0.934
RTCA	-1.39	5	-0.38	0.351	5561	0.949	0.649	12441	0.934
PRR5	-1.38	5	-0.38	0.351	5562	0.949	0.649	12440	0.934
QRSL1	-1.38	5	-0.38	0.351	5563	0.949	0.649	12439	0.934
GEMIN8	-1.38	5	-0.38	0.351	5564	0.949	0.649	12438	0.934
CHMP5	-1.38	5	-0.38	0.351	5565	0.949	0.649	12437	0.934
FOXRED2	-1.38	5	-0.38	0.351	5566	0.949	0.649	12436	0.934
SCYL3	-1.38	5	-0.38	0.351	5567	0.949	0.649	12435	0.934
FAM217A	-1.38	5	-0.38	0.351	5568	0.949	0.649	12434	0.934
IQGAP1	-1.38	5	-0.38	0.351	5569	0.949	0.649	12433	0.934
HAPLN3	-1.38	5	-0.38	0.352	5570	0.949	0.648	12432	0.934
ZNF827	-1.38	5	-0.38	0.352	5571	0.949	0.648	12431	0.934
ABHD1	-1.38	5	-0.38	0.352	5572	0.949	0.648	12430	0.934
C9orf57	-1.38	5	-0.38	0.352	5573	0.949	0.648	12429	0.934
FGF13	-1.38	5	-0.38	0.352	5574	0.949	0.648	12428	0.934
HTR5A	-1.38	5	-0.38	0.352	5575	0.949	0.648	12427	0.934
KCNG4	-1.38	5	-0.38	0.352	5576	0.949	0.648	12426	0.934
LIPH	-1.38	5	-0.38	0.352	5577	0.949	0.648	12425	0.934
ELMO2	-1.38	5	-0.38	0.352	5578	0.949	0.648	12424	0.934
PSG5	-1.23	4	-0.38	0.352	5579	0.949	0.648	12423	0.934
TDO2	-1.38	5	-0.38	0.352	5580	0.949	0.648	12422	0.934
NUFIP2	-1.38	5	-0.38	0.352	5581	0.949	0.648	12421	0.934
UBE2F	-1.38	5	-0.38	0.352	5582	0.949	0.648	12420	0.934
TTC29	-1.23	4	-0.38	0.352	5583	0.949	0.648	12419	0.934
IPPK	-1.38	5	-0.38	0.352	5584	0.949	0.648	12418	0.934
ZNF791	-1.38	5	-0.38	0.352	5585	0.949	0.648	12417	0.934
FRMPD2	-1.38	5	-0.38	0.352	5586	0.949	0.648	12416	0.934
CTDSP2	-1.38	5	-0.38	0.352	5587	0.949	0.648	12415	0.934
LSS	-1.38	5	-0.38	0.353	5588	0.949	0.647	12414	0.934
S100A7	-1.23	4	-0.38	0.353	5589	0.949	0.647	12413	0.934
RDH14	-1.38	5	-0.38	0.353	5590	0.949	0.647	12412	0.934
SOX2	-1.37	5	-0.38	0.353	5591	0.949	0.647	12411	0.934
CYB5R3	-1.37	5	-0.38	0.353	5592	0.949	0.647	12410	0.934
NUCB1	-1.37	5	-0.38	0.353	5593	0.949	0.647	12409	0.934
DNPH1	-1.37	5	-0.38	0.353	5594	0.949	0.647	12408	0.934
ABHD10	-1.37	5	-0.38	0.353	5595	0.949	0.647	12407	0.934
UBE2NL	-1.23	4	-0.38	0.353	5596	0.949	0.647	12406	0.934
DIRAS3	-1.37	5	-0.38	0.353	5597	0.949	0.647	12405	0.934
PCED1A	-1.37	5	-0.38	0.353	5598	0.949	0.647	12404	0.934
MTHFS	-1.37	5	-0.38	0.353	5599	0.949	0.647	12403	0.934
HELQ	-1.37	5	-0.38	0.353	5600	0.949	0.647	12402	0.934
LRRN4	-1.37	5	-0.38	0.353	5601	0.949	0.647	12401	0.934
FAM153B	-1.37	5	-0.38	0.353	5602	0.949	0.647	12400	0.934
NR2F1	-1.37	5	-0.38	0.353	5603	0.949	0.647	12399	0.934
PPP2R1A	-1.37	5	-0.38	0.354	5604	0.949	0.646	12398	0.934
TMEM176B	-1.22	4	-0.38	0.354	5605	0.949	0.646	12397	0.934
USMG5	-0.87	2	-0.38	0.354	5606	0.949	0.646	12396	0.934
MAML2	-1.37	5	-0.38	0.354	5607	0.949	0.646	12395	0.934
DCAF6	-1.37	5	-0.38	0.354	5608	0.949	0.646	12394	0.934
IFNG	-1.22	4	-0.38	0.354	5609	0.949	0.646	12393	0.934
SPNS1	-1.37	5	-0.38	0.354	5610	0.949	0.646	12392	0.934
VCX	-0.61	1	-0.38	0.354	5611	0.949	0.646	12391	0.934
CSH1	-0.86	2	-0.38	0.354	5612	0.949	0.646	12390	0.934
KLHDC8B	-1.37	5	-0.37	0.354	5613	0.949	0.646	12389	0.934
C17orf85	-1.37	5	-0.37	0.354	5614	0.949	0.646	12388	0.934
IGLON5	-1.37	5	-0.37	0.354	5615	0.949	0.646	12387	0.934
FCHSD2	-1.37	5	-0.37	0.354	5616	0.949	0.646	12386	0.934
NDUFA12	-1.22	4	-0.37	0.354	5617	0.949	0.646	12385	0.934
SSFA2	-1.36	5	-0.37	0.354	5618	0.949	0.646	12384	0.934
TNFRSF10A	-1.36	5	-0.37	0.354	5619	0.949	0.646	12383	0.934
SYNE4	-1.36	5	-0.37	0.354	5620	0.949	0.646	12382	0.934
ACACA	-1.36	5	-0.37	0.355	5621	0.949	0.645	12381	0.934
USP30	-1.36	5	-0.37	0.355	5622	0.949	0.645	12380	0.934
PAK1IP1	-1.36	5	-0.37	0.355	5623	0.949	0.645	12379	0.934
RILP	-1.36	5	-0.37	0.355	5624	0.949	0.645	12378	0.934
SPACA3	-1.36	5	-0.37	0.355	5625	0.949	0.645	12377	0.934
POR	-1.36	5	-0.37	0.355	5626	0.949	0.645	12376	0.934
KIAA1279	-1.36	5	-0.37	0.355	5627	0.949	0.645	12375	0.934
CCDC62	-1.36	5	-0.37	0.355	5628	0.949	0.645	12374	0.934
BCR	-1.36	5	-0.37	0.355	5629	0.949	0.645	12373	0.934
ARMC6	-1.36	5	-0.37	0.355	5630	0.949	0.645	12372	0.934
CAPN6	-1.36	5	-0.37	0.355	5631	0.949	0.645	12371	0.934
RUFY3	-1.36	5	-0.37	0.355	5632	0.949	0.645	12370	0.934
THEM4	-1.36	5	-0.37	0.355	5633	0.949	0.645	12369	0.934
SSTR1	-1.36	5	-0.37	0.355	5634	0.949	0.645	12368	0.934
PSMG3	-1.36	5	-0.37	0.355	5635	0.949	0.645	12367	0.934
BCL7B	-1.36	5	-0.37	0.355	5636	0.949	0.645	12366	0.934
SLC9B2	-1.36	5	-0.37	0.355	5637	0.949	0.645	12365	0.934
KLHL25	-1.36	5	-0.37	0.355	5638	0.949	0.645	12364	0.934
ATPAF2	-1.36	5	-0.37	0.355	5639	0.949	0.645	12363	0.934
MAPK9	-1.36	5	-0.37	0.355	5640	0.949	0.645	12362	0.934
PGBD3	-1.36	5	-0.37	0.355	5641	0.949	0.645	12361	0.934
ZC3H8	-1.21	4	-0.37	0.355	5642	0.949	0.645	12360	0.934
HDAC5	-1.36	5	-0.37	0.355	5643	0.949	0.645	12359	0.934
C20orf144	-1.36	5	-0.37	0.355	5644	0.949	0.645	12358	0.934
H1FX	-1.36	5	-0.37	0.355	5645	0.949	0.645	12357	0.934
NDFIP1	-1.21	4	-0.37	0.355	5646	0.949	0.645	12356	0.934
PDSS1	-1.35	5	-0.37	0.356	5647	0.949	0.644	12355	0.934
KRTAP6-2	-0.86	2	-0.37	0.356	5648	0.949	0.644	12354	0.934
ZNF568	-1.91	10	-0.37	0.356	5649	0.949	0.644	12353	0.934
COMT	-1.35	5	-0.37	0.356	5650	0.949	0.644	12352	0.934
GSAP	-1.35	5	-0.37	0.356	5651	0.949	0.644	12351	0.934
HCN3	-1.05	3	-0.37	0.356	5652	0.949	0.644	12350	0.934
MYNN	-1.35	5	-0.37	0.356	5653	0.949	0.644	12349	0.934
GPR116	-1.35	5	-0.37	0.356	5654	0.949	0.644	12348	0.934
OTUB1	-1.35	5	-0.37	0.356	5655	0.949	0.644	12347	0.934
CD58	-1.35	5	-0.37	0.356	5656	0.949	0.644	12346	0.934
ALDH6A1	-1.35	5	-0.37	0.356	5657	0.949	0.644	12345	0.934
RCOR2	-1.35	5	-0.37	0.356	5658	0.949	0.644	12344	0.934
RAB12	-1.35	5	-0.37	0.356	5659	0.949	0.644	12343	0.934
BBC3	-2.56	18	-0.37	0.356	5660	0.949	0.644	12342	0.934
FRRS1L	-1.35	5	-0.37	0.356	5661	0.949	0.644	12341	0.934
MAP9	-1.35	5	-0.37	0.356	5662	0.949	0.644	12340	0.934
RPL38	-0.85	2	-0.37	0.356	5663	0.949	0.644	12339	0.934
ATP1A4	-1.91	10	-0.37	0.356	5664	0.949	0.644	12338	0.934
RAET1L	-0.85	2	-0.37	0.356	5665	0.949	0.644	12337	0.934
ISLR2	-1.35	5	-0.37	0.356	5666	0.949	0.644	12336	0.934
MYOG	-1.35	5	-0.37	0.356	5667	0.949	0.644	12335	0.934
FLNB	-1.35	5	-0.37	0.356	5668	0.949	0.644	12334	0.934
CLPS	-1.35	5	-0.37	0.357	5669	0.949	0.643	12333	0.934
LONRF1	-1.35	5	-0.37	0.357	5670	0.949	0.643	12332	0.934
PON3	-1.35	5	-0.37	0.357	5671	0.949	0.643	12331	0.934
EARS2	-1.35	5	-0.37	0.357	5672	0.949	0.643	12330	0.934
C9orf43	-1.35	5	-0.37	0.357	5673	0.949	0.643	12329	0.934
POSTN	-1.35	5	-0.37	0.357	5674	0.949	0.643	12328	0.934
HIST4H4	-1.35	5	-0.37	0.357	5675	0.949	0.643	12327	0.934
SUV420H2	-1.35	5	-0.37	0.357	5676	0.949	0.643	12326	0.934
EMC7	-1.35	5	-0.37	0.357	5677	0.949	0.643	12325	0.934
ATP6V0A2	-1.35	5	-0.37	0.357	5678	0.949	0.643	12324	0.934
LGALS3	-1.34	5	-0.37	0.357	5679	0.949	0.643	12323	0.934
CD99	-1.34	5	-0.37	0.357	5680	0.949	0.643	12322	0.934
ZW10	-1.34	5	-0.37	0.357	5681	0.949	0.643	12321	0.934
MPP5	-1.34	5	-0.37	0.357	5682	0.949	0.643	12320	0.934
TXK	-1.34	5	-0.37	0.357	5683	0.949	0.643	12319	0.934
INHBB	-1.34	5	-0.37	0.357	5684	0.949	0.643	12318	0.934
AP4B1	-1.34	5	-0.37	0.357	5685	0.949	0.643	12317	0.934
AK6	-1.04	3	-0.37	0.357	5686	0.949	0.643	12316	0.934
RHPN2	-1.20	4	-0.37	0.357	5687	0.949	0.643	12315	0.934
GLYR1	-1.34	5	-0.37	0.357	5688	0.949	0.643	12314	0.934
FRMD1	-1.34	5	-0.37	0.357	5689	0.949	0.643	12313	0.934
SYNJ1	-1.34	5	-0.37	0.357	5690	0.949	0.643	12312	0.934
SLC9A9	-1.34	5	-0.37	0.357	5691	0.949	0.643	12311	0.934
MYBPH	-1.34	5	-0.37	0.357	5692	0.949	0.643	12310	0.934
CASP2	-1.47	6	-0.37	0.357	5693	0.949	0.643	12309	0.934
SCAMP5	-1.34	5	-0.36	0.358	5694	0.949	0.642	12308	0.934
SRA1	-1.34	5	-0.36	0.358	5695	0.949	0.642	12307	0.934
PQLC2	-1.34	5	-0.36	0.358	5696	0.949	0.642	12306	0.934
CCDC51	-1.34	5	-0.36	0.358	5697	0.949	0.642	12305	0.934
CMAS	-1.34	5	-0.36	0.358	5698	0.949	0.642	12304	0.934
ITIH1	-1.34	5	-0.36	0.358	5699	0.949	0.642	12303	0.934
EEA1	-1.34	5	-0.36	0.358	5700	0.949	0.642	12302	0.934
GPM6A	-1.34	5	-0.36	0.358	5701	0.949	0.642	12301	0.934
ZNF16	-1.34	5	-0.36	0.358	5702	0.949	0.642	12300	0.934
KCNH2	-1.34	5	-0.36	0.358	5703	0.949	0.642	12299	0.934
PPP1R12C	-1.34	5	-0.36	0.358	5704	0.949	0.642	12298	0.934
IKBKE	-1.34	5	-0.36	0.358	5705	0.949	0.642	12297	0.934
BAIAP2L2	-1.34	5	-0.36	0.358	5706	0.949	0.642	12296	0.934
GMPR	-1.34	5	-0.36	0.358	5707	0.949	0.642	12295	0.934
PHLDB3	-1.34	5	-0.36	0.358	5708	0.949	0.642	12294	0.934
HIST1H2AL	-1.03	3	-0.36	0.358	5709	0.949	0.642	12293	0.934
ANXA1	-1.34	5	-0.36	0.358	5710	0.949	0.642	12292	0.934
SYBU	-1.33	5	-0.36	0.358	5711	0.949	0.642	12291	0.934
PDX1	-1.33	5	-0.36	0.358	5712	0.949	0.642	12290	0.934
TCP10L	-1.33	5	-0.36	0.358	5713	0.949	0.642	12289	0.934
ITPKC	-1.33	5	-0.36	0.358	5714	0.949	0.642	12288	0.934
MKNK2	-1.33	5	-0.36	0.358	5715	0.949	0.642	12287	0.934
CELF1	-1.19	4	-0.36	0.358	5716	0.949	0.642	12286	0.934
EIF3H	-1.33	5	-0.36	0.359	5717	0.949	0.641	12285	0.934
UTP23	-1.33	5	-0.36	0.359	5718	0.949	0.641	12284	0.934
TXNRD1	-1.33	5	-0.36	0.359	5719	0.949	0.641	12283	0.934
ELMOD3	-1.33	5	-0.36	0.359	5720	0.949	0.641	12282	0.934
ZNF707	-1.33	5	-0.36	0.359	5721	0.949	0.641	12281	0.934
RBM15	-1.33	5	-0.36	0.359	5722	0.949	0.641	12280	0.934
ECI1	-1.19	4	-0.36	0.359	5723	0.949	0.641	12279	0.934
ZNF43	-1.19	4	-0.36	0.359	5724	0.949	0.641	12278	0.934
C1orf63	-1.33	5	-0.36	0.359	5725	0.949	0.641	12277	0.934
P2RX1	-1.33	5	-0.36	0.359	5726	0.949	0.641	12276	0.934
UGT2B17	-1.19	4	-0.36	0.359	5727	0.949	0.641	12275	0.934
ABCA1	-1.33	5	-0.36	0.359	5728	0.949	0.641	12274	0.934
MAN1A1	-1.19	4	-0.36	0.359	5729	0.949	0.641	12273	0.934
MAGEA1	-1.33	5	-0.36	0.359	5730	0.949	0.641	12272	0.934
MYL12B	-1.33	5	-0.36	0.36	5731	0.949	0.64	12271	0.934
AMPD3	-1.33	5	-0.36	0.36	5732	0.949	0.64	12270	0.934
SRP9	-1.03	3	-0.36	0.36	5733	0.949	0.64	12269	0.934
PTGFRN	-1.33	5	-0.36	0.36	5734	0.949	0.64	12268	0.934
COL2A1	-1.32	5	-0.36	0.36	5735	0.949	0.64	12267	0.934
DDN	-1.32	5	-0.36	0.36	5736	0.949	0.64	12266	0.934
CCDC3	-1.45	6	-0.36	0.36	5737	0.949	0.64	12265	0.934
CEL	-1.32	5	-0.36	0.36	5738	0.949	0.64	12264	0.934
ADAM19	-1.32	5	-0.36	0.36	5739	0.949	0.64	12263	0.934
CARS	-1.32	5	-0.36	0.36	5740	0.949	0.64	12262	0.934
CATSPER1	-1.32	5	-0.36	0.36	5741	0.949	0.64	12261	0.934
S100A11	-1.18	4	-0.36	0.36	5742	0.949	0.64	12260	0.934
SUZ12	-1.32	5	-0.36	0.36	5743	0.949	0.64	12259	0.934
TTC23L	-1.32	5	-0.36	0.36	5744	0.949	0.64	12258	0.934
NDP	-1.32	5	-0.36	0.36	5745	0.949	0.64	12257	0.934
EXTL1	-1.32	5	-0.36	0.36	5746	0.949	0.64	12256	0.934
PIEZO1	-1.32	5	-0.36	0.36	5747	0.949	0.64	12255	0.934
MTHFSD	-1.32	5	-0.36	0.36	5748	0.949	0.64	12254	0.934
EGR1	-1.32	5	-0.36	0.36	5749	0.949	0.64	12253	0.934
ITCH	-1.32	5	-0.36	0.361	5750	0.949	0.639	12252	0.934
KIAA0907	-1.32	5	-0.36	0.361	5751	0.949	0.639	12251	0.934
FAM115A	-1.32	5	-0.36	0.361	5752	0.949	0.639	12250	0.934
SLC31A2	-1.32	5	-0.36	0.361	5753	0.949	0.639	12249	0.934
PHF19	-2.12	13	-0.36	0.361	5754	0.949	0.639	12248	0.934
GREB1	-1.32	5	-0.36	0.361	5755	0.949	0.639	12247	0.934
ARSD	-1.32	5	-0.36	0.361	5756	0.949	0.639	12246	0.934
PHRF1	-1.32	5	-0.36	0.361	5757	0.949	0.639	12245	0.934
CACNG8	-1.32	5	-0.36	0.361	5758	0.949	0.639	12244	0.934
RPA3	-1.32	5	-0.36	0.361	5759	0.949	0.639	12243	0.934
ZEB1	-1.31	5	-0.36	0.361	5760	0.949	0.639	12242	0.934
DGCR6L	-1.18	4	-0.35	0.361	5761	0.949	0.639	12241	0.934
DNAL1	-1.55	7	-0.35	0.361	5762	0.949	0.639	12240	0.934
LIFR	-1.31	5	-0.35	0.361	5763	0.949	0.639	12239	0.934
TCEA3	-1.31	5	-0.35	0.361	5764	0.949	0.639	12238	0.934
LCE2C	-0.83	2	-0.35	0.361	5765	0.949	0.639	12237	0.934
FOXL1	-1.31	5	-0.35	0.361	5766	0.949	0.639	12236	0.934
NGB	-1.31	5	-0.35	0.361	5767	0.949	0.639	12235	0.934
HTR6	-1.31	5	-0.35	0.362	5768	0.949	0.638	12234	0.934
SLC22A12	-1.31	5	-0.35	0.362	5769	0.949	0.638	12233	0.934
ZNF841	-1.31	5	-0.35	0.362	5770	0.949	0.638	12232	0.934
CHAC1	-1.31	5	-0.35	0.362	5771	0.949	0.638	12231	0.934
STRAP	-1.31	5	-0.35	0.362	5772	0.949	0.638	12230	0.934
AFG3L2	-1.31	5	-0.35	0.362	5773	0.949	0.638	12229	0.934
KAT6B	-1.31	5	-0.35	0.362	5774	0.949	0.638	12228	0.934
FAM111B	-1.31	5	-0.35	0.362	5775	0.949	0.638	12227	0.934
TMEM246	-1.31	5	-0.35	0.362	5776	0.949	0.638	12226	0.934
TRIB3	-1.31	5	-0.35	0.362	5777	0.949	0.638	12225	0.934
KRT73	-1.31	5	-0.35	0.362	5778	0.949	0.638	12224	0.934
TESK1	-1.31	5	-0.35	0.362	5779	0.949	0.638	12223	0.934
CDKAL1	-1.31	5	-0.35	0.362	5780	0.949	0.638	12222	0.934
SBSPON	-1.31	5	-0.35	0.363	5781	0.949	0.637	12221	0.934
CYP27C1	-1.31	5	-0.35	0.363	5782	0.949	0.637	12220	0.934
CYP2J2	-1.31	5	-0.35	0.363	5783	0.949	0.637	12219	0.934
GPR101	-1.30	5	-0.35	0.363	5784	0.949	0.637	12218	0.934
VASH2	-1.30	5	-0.35	0.363	5785	0.949	0.637	12217	0.934
MORC1	-1.30	5	-0.35	0.363	5786	0.949	0.637	12216	0.934
RBM10	-1.30	5	-0.35	0.363	5787	0.949	0.637	12215	0.934
NIPSNAP1	-1.30	5	-0.35	0.363	5788	0.949	0.637	12214	0.934
GPR83	-1.30	5	-0.35	0.363	5789	0.949	0.637	12213	0.934
HTR3A	-1.30	5	-0.35	0.363	5790	0.949	0.637	12212	0.934
TMTC4	-1.30	5	-0.35	0.363	5791	0.949	0.637	12211	0.934
MT1F	-0.82	2	-0.35	0.363	5792	0.949	0.637	12210	0.934
STARD6	-1.16	4	-0.35	0.363	5793	0.949	0.637	12209	0.934
CDPF1	-1.30	5	-0.35	0.363	5794	0.949	0.637	12208	0.934
SHROOM1	-1.30	5	-0.35	0.363	5795	0.949	0.637	12207	0.934
DEFB4A	-0.58	1	-0.35	0.363	5796	0.949	0.637	12206	0.934
BMP3	-1.30	5	-0.35	0.363	5797	0.949	0.637	12205	0.934
IFLTD1	-1.30	5	-0.35	0.364	5798	0.949	0.636	12204	0.934
FANCE	-1.30	5	-0.35	0.364	5799	0.949	0.636	12203	0.934
ZC2HC1C	-1.30	5	-0.35	0.364	5800	0.949	0.636	12202	0.934
TSC1	-1.30	5	-0.35	0.364	5801	0.949	0.636	12201	0.934
KIAA0196	-1.30	5	-0.35	0.364	5802	0.949	0.636	12200	0.934
BRPF3	-1.30	5	-0.35	0.364	5803	0.949	0.636	12199	0.934
KRTAP16-1	-1.30	5	-0.35	0.364	5804	0.949	0.636	12198	0.934
UNC50	-1.30	5	-0.35	0.364	5805	0.949	0.636	12197	0.934
HECA	-1.29	5	-0.35	0.364	5806	0.949	0.636	12196	0.934
ADAMTSL2	-1.29	5	-0.35	0.364	5807	0.949	0.636	12195	0.934
FHL3	-1.29	5	-0.35	0.364	5808	0.949	0.636	12194	0.934
PRAMEF13	-0.58	1	-0.35	0.364	5809	0.949	0.636	12193	0.934
GAS7	-1.29	5	-0.35	0.364	5810	0.949	0.636	12192	0.934
TTC37	-1.16	4	-0.35	0.364	5811	0.949	0.636	12191	0.934
ETFB	-1.29	5	-0.35	0.364	5812	0.949	0.636	12190	0.934
HAUS5	-1.29	5	-0.35	0.364	5813	0.949	0.636	12189	0.934
ZSWIM1	-1.29	5	-0.35	0.364	5814	0.949	0.636	12188	0.934
KRT33A	-1.29	5	-0.35	0.364	5815	0.949	0.636	12187	0.934
GPR62	-1.29	5	-0.35	0.364	5816	0.949	0.636	12186	0.934
RERGL	-1.16	4	-0.35	0.364	5817	0.949	0.636	12185	0.934
MYO1G	-1.29	5	-0.35	0.365	5818	0.949	0.635	12184	0.934
C3orf55	-1.53	7	-0.35	0.365	5819	0.949	0.635	12183	0.934
DAPK2	-1.29	5	-0.35	0.365	5820	0.949	0.635	12182	0.934
CHRNA1	-1.15	4	-0.35	0.365	5821	0.949	0.635	12181	0.934
AGXT	-1.29	5	-0.35	0.365	5822	0.949	0.635	12180	0.934
RHOB	-1.29	5	-0.35	0.365	5823	0.949	0.635	12179	0.934
NAGPA	-1.29	5	-0.35	0.365	5824	0.949	0.635	12178	0.934
NIM1	-1.29	5	-0.34	0.365	5825	0.949	0.635	12177	0.934
TTC28	-1.29	5	-0.34	0.365	5826	0.949	0.635	12176	0.934
PAGE1	-1.29	5	-0.34	0.365	5827	0.949	0.635	12175	0.934
ME2	-1.29	5	-0.34	0.365	5828	0.949	0.635	12174	0.934
ASB2	-1.29	5	-0.34	0.365	5829	0.949	0.635	12173	0.934
UBE4A	-1.29	5	-0.34	0.365	5830	0.949	0.635	12172	0.934
DTNA	-2.23	15	-0.34	0.365	5831	0.949	0.635	12171	0.934
DCAF12L2	-1.29	5	-0.34	0.366	5832	0.949	0.634	12170	0.934
DUOXA1	-1.29	5	-0.34	0.366	5833	0.949	0.634	12169	0.934
C19orf26	-1.15	4	-0.34	0.366	5834	0.949	0.634	12168	0.934
CLEC2B	-1.15	4	-0.34	0.366	5835	0.949	0.634	12167	0.934
PPP4R1	-1.28	5	-0.34	0.366	5836	0.949	0.634	12166	0.934
AQP8	-1.28	5	-0.34	0.366	5837	0.949	0.634	12165	0.934
OGFR	-1.28	5	-0.34	0.366	5838	0.949	0.634	12164	0.934
BTBD3	-1.28	5	-0.34	0.366	5839	0.949	0.634	12163	0.934
CLIC2	-1.28	5	-0.34	0.366	5840	0.949	0.634	12162	0.934
SERPINB1	-1.28	5	-0.34	0.366	5841	0.949	0.634	12161	0.934
SAMD7	-1.28	5	-0.34	0.366	5842	0.949	0.634	12160	0.934
FAM207A	-0.99	3	-0.34	0.366	5843	0.949	0.634	12159	0.934
FURIN	-1.28	5	-0.34	0.366	5844	0.949	0.634	12158	0.934
LACRT	-1.28	5	-0.34	0.366	5845	0.949	0.634	12157	0.934
CCKAR	-1.28	5	-0.34	0.366	5846	0.949	0.634	12156	0.934
IL13RA1	-1.28	5	-0.34	0.366	5847	0.949	0.634	12155	0.934
MS4A2	-1.28	5	-0.34	0.366	5848	0.949	0.634	12154	0.934
CRYGC	-1.28	5	-0.34	0.366	5849	0.949	0.634	12153	0.934
PPP1R1B	-1.51	7	-0.34	0.366	5850	0.949	0.634	12152	0.934
CD27	-1.28	5	-0.34	0.366	5851	0.949	0.634	12151	0.934
CHD1	-1.28	5	-0.34	0.367	5852	0.949	0.633	12150	0.934
ZNF211	-1.28	5	-0.34	0.367	5853	0.949	0.633	12149	0.934
RND1	-1.28	5	-0.34	0.367	5854	0.949	0.633	12148	0.934
PKHD1	-1.28	5	-0.34	0.367	5855	0.949	0.633	12147	0.934
CRTC2	-1.28	5	-0.34	0.367	5856	0.949	0.633	12146	0.934
DCUN1D3	-1.28	5	-0.34	0.367	5857	0.949	0.633	12145	0.934
CCR3	-1.28	5	-0.34	0.367	5858	0.949	0.633	12144	0.934
SCIMP	-1.28	5	-0.34	0.367	5859	0.949	0.633	12143	0.934
FBXW7	-1.89	11	-0.34	0.367	5860	0.949	0.633	12142	0.934
NAALADL2	-1.28	5	-0.34	0.367	5861	0.949	0.633	12141	0.934
KLK8	-1.98	12	-0.34	0.367	5862	0.949	0.633	12140	0.934
TMEM14A	-1.28	5	-0.34	0.367	5863	0.949	0.633	12139	0.934
ANXA6	-1.27	5	-0.34	0.367	5864	0.949	0.633	12138	0.934
NRP2	-1.27	5	-0.34	0.367	5865	0.949	0.633	12137	0.934
TTC33	-1.27	5	-0.34	0.367	5866	0.949	0.633	12136	0.934
GNAL	-1.97	12	-0.34	0.368	5867	0.949	0.632	12135	0.934
KCNAB2	-1.27	5	-0.34	0.368	5868	0.949	0.632	12134	0.934
LYRM7	-0.98	3	-0.34	0.368	5869	0.949	0.632	12133	0.934
